"Step","AnymalC-Reach-v1_seed0_hidden_size256_lr1_gamma0.99_lamda0.8_entropy0.01 - timestep","AnymalC-Reach-v1_seed0_hidden_size256_lr1_gamma0.99_lamda0.8_entropy0.01 - timestep__MIN","AnymalC-Reach-v1_seed0_hidden_size256_lr1_gamma0.99_lamda0.8_entropy0.01 - timestep__MAX"
"3173199","1580527","1580527","1580527"
"3174011","1580931","1580931","1580931"
"3174148","1580999","1580999","1580999"
"3174325","1581087","1581087","1581087"
"3174478","1581163","1581163","1581163"
"3174631","1581239","1581239","1581239"
"3175080","1581462","1581462","1581462"
"3175481","1581662","1581662","1581662"
"3175989","1581915","1581915","1581915"
"3176559","1582199","1582199","1582199"
"3176960","1582399","1582399","1582399"
"3177290","1582563","1582563","1582563"
"3177469","1582652","1582652","1582652"
"3177853","1582843","1582843","1582843"
"3177988","1582910","1582910","1582910"
"3178173","1583002","1583002","1583002"
"3178815","1583322","1583322","1583322"
"3178994","1583411","1583411","1583411"
"3179796","1583811","1583811","1583811"
"3180324","1584074","1584074","1584074"
"3180725","1584274","1584274","1584274"
"3181928","1584874","1584874","1584874"
"3182095","1584957","1584957","1584957"
"3182496","1585157","1585157","1585157"
"3182699","1585258","1585258","1585258"
"3182924","1585370","1585370","1585370"
"3183061","1585438","1585438","1585438"
"3183190","1585502","1585502","1585502"
"3183612","1585712","1585712","1585712"
"3183865","1585838","1585838","1585838"
"3184014","1585912","1585912","1585912"
"3184415","1586112","1586112","1586112"
"3184598","1586203","1586203","1586203"
"3185360","1586583","1586583","1586583"
"3186018","1586911","1586911","1586911"
"3186392","1587097","1587097","1587097"
"3186793","1587297","1587297","1587297"
"3186952","1587376","1587376","1587376"
"3187353","1587576","1587576","1587576"
"3187935","1587866","1587866","1587866"
"3188336","1588066","1588066","1588066"
"3188465","1588130","1588130","1588130"
"3189556","1588673","1588673","1588673"
"3189884","1588836","1588836","1588836"
"3190061","1588924","1588924","1588924"
"3190300","1589043","1589043","1589043"
"3190471","1589128","1589128","1589128"
"3190755","1589269","1589269","1589269"
"3190906","1589344","1589344","1589344"
"3191459","1589619","1589619","1589619"
"3191634","1589706","1589706","1589706"
"3192158","1589967","1589967","1589967"
"3192348","1590061","1590061","1590061"
"3192749","1590261","1590261","1590261"
"3192846","1590309","1590309","1590309"
"3193007","1590389","1590389","1590389"
"3193236","1590503","1590503","1590503"
"3193637","1590703","1590703","1590703"
"3193932","1590850","1590850","1590850"
"3194111","1590939","1590939","1590939"
"3194290","1591028","1591028","1591028"
"3194507","1591136","1591136","1591136"
"3194908","1591336","1591336","1591336"
"3195524","1591643","1591643","1591643"
"3195673","1591717","1591717","1591717"
"3196049","1591904","1591904","1591904"
"3196450","1592104","1592104","1592104"
"3196651","1592204","1592204","1592204"
"3197069","1592412","1592412","1592412"
"3198281","1593016","1593016","1593016"
"3198848","1593298","1593298","1593298"
"3199249","1593498","1593498","1593498"
"3199366","1593556","1593556","1593556"
"3199641","1593693","1593693","1593693"
"3200799","1594270","1594270","1594270"
"3201431","1594585","1594585","1594585"
"3201975","1594856","1594856","1594856"
"3202188","1594962","1594962","1594962"
"3202361","1595048","1595048","1595048"
"3202799","1595266","1595266","1595266"
"3203016","1595374","1595374","1595374"
"3203380","1595555","1595555","1595555"
"3203547","1595638","1595638","1595638"
"3203746","1595737","1595737","1595737"
"3204061","1595894","1595894","1595894"
"3204462","1596094","1596094","1596094"
"3205418","1596570","1596570","1596570"
"3205732","1596726","1596726","1596726"
"3205879","1596799","1596799","1596799"
"3206638","1597177","1597177","1597177"
"3206887","1597301","1597301","1597301"
"3207058","1597386","1597386","1597386"
"3207435","1597573","1597573","1597573"
"3207568","1597639","1597639","1597639"
"3207807","1597758","1597758","1597758"
"3207940","1597824","1597824","1597824"
"3208073","1597890","1597890","1597890"
"3208996","1598350","1598350","1598350"
"3209528","1598615","1598615","1598615"
"3209687","1598694","1598694","1598694"
"3209832","1598766","1598766","1598766"
"3209963","1598831","1598831","1598831"
"3210064","1598881","1598881","1598881"
"3210247","1598972","1598972","1598972"
"3210472","1599084","1599084","1599084"
"3210641","1599168","1599168","1599168"
"3210780","1599237","1599237","1599237"
"3210915","1599304","1599304","1599304"
"3211074","1599383","1599383","1599383"
"3211185","1599438","1599438","1599438"
"3211586","1599638","1599638","1599638"
"3212409","1600047","1600047","1600047"
"3212578","1600131","1600131","1600131"
"3212721","1600202","1600202","1600202"
"3212965","1600323","1600323","1600323"
"3213374","1600526","1600526","1600526"
"3213589","1600633","1600633","1600633"
"3213875","1600775","1600775","1600775"
"3214022","1600848","1600848","1600848"
"3214423","1601048","1601048","1601048"
"3214618","1601145","1601145","1601145"
"3214801","1601236","1601236","1601236"
"3214910","1601290","1601290","1601290"
"3215027","1601348","1601348","1601348"
"3215208","1601438","1601438","1601438"
"3215786","1601726","1601726","1601726"
"3216049","1601857","1601857","1601857"
"3216450","1602057","1602057","1602057"
"3216851","1602257","1602257","1602257"
"3217175","1602418","1602418","1602418"
"3217312","1602486","1602486","1602486"
"3217664","1602661","1602661","1602661"
"3218371","1603013","1603013","1603013"
"3218516","1603085","1603085","1603085"
"3218770","1603211","1603211","1603211"
"3219587","1603617","1603617","1603617"
"3220193","1603919","1603919","1603919"
"3220594","1604119","1604119","1604119"
"3220874","1604258","1604258","1604258"
"3221023","1604332","1604332","1604332"
"3221168","1604404","1604404","1604404"
"3221331","1604485","1604485","1604485"
"3221468","1604553","1604553","1604553"
"3221869","1604753","1604753","1604753"
"3222018","1604827","1604827","1604827"
"3222165","1604900","1604900","1604900"
"3222751","1605191","1605191","1605191"
"3223233","1605431","1605431","1605431"
"3223426","1605527","1605527","1605527"
"3223827","1605727","1605727","1605727"
"3224885","1606253","1606253","1606253"
"3225032","1606326","1606326","1606326"
"3225271","1606445","1606445","1606445"
"3225474","1606546","1606546","1606546"
"3225685","1606651","1606651","1606651"
"3226031","1606823","1606823","1606823"
"3226190","1606902","1606902","1606902"
"3226612","1607112","1607112","1607112"
"3226974","1607292","1607292","1607292"
"3227304","1607456","1607456","1607456"
"3227705","1607656","1607656","1607656"
"3227920","1607763","1607763","1607763"
"3228051","1607828","1607828","1607828"
"3228332","1607968","1607968","1607968"
"3228822","1608211","1608211","1608211"
"3229096","1608347","1608347","1608347"
"3229320","1608458","1608458","1608458"
"3229622","1608608","1608608","1608608"
"3229998","1608795","1608795","1608795"
"3230399","1608995","1608995","1608995"
"3230524","1609057","1609057","1609057"
"3230625","1609107","1609107","1609107"
"3230828","1609208","1609208","1609208"
"3230997","1609292","1609292","1609292"
"3231168","1609377","1609377","1609377"
"3231618","1609601","1609601","1609601"
"3232303","1609941","1609941","1609941"
"3232535","1610056","1610056","1610056"
"3232666","1610121","1610121","1610121"
"3233067","1610321","1610321","1610321"
"3233361","1610467","1610467","1610467"
"3233706","1610639","1610639","1610639"
"3234219","1610894","1610894","1610894"
"3234581","1611074","1611074","1611074"
"3234704","1611135","1611135","1611135"
"3235024","1611294","1611294","1611294"
"3235260","1611411","1611411","1611411"
"3235507","1611534","1611534","1611534"
"3235688","1611624","1611624","1611624"
"3236490","1612024","1612024","1612024"
"3236777","1612167","1612167","1612167"
"3236918","1612237","1612237","1612237"
"3237055","1612305","1612305","1612305"
"3237208","1612381","1612381","1612381"
"3237319","1612436","1612436","1612436"
"3237577","1612564","1612564","1612564"
"3237702","1612626","1612626","1612626"
"3238030","1612789","1612789","1612789"
"3238326","1612936","1612936","1612936"
"3238624","1613084","1613084","1613084"
"3239194","1613367","1613367","1613367"
"3239595","1613567","1613567","1613567"
"3239760","1613649","1613649","1613649"
"3239849","1613693","1613693","1613693"
"3239982","1613759","1613759","1613759"
"3240095","1613815","1613815","1613815"
"3240252","1613893","1613893","1613893"
"3241243","1614386","1614386","1614386"
"3241362","1614445","1614445","1614445"
"3241465","1614496","1614496","1614496"
"3241632","1614579","1614579","1614579"
"3241867","1614696","1614696","1614696"
"3242010","1614767","1614767","1614767"
"3242179","1614851","1614851","1614851"
"3242580","1615051","1615051","1615051"
"3242675","1615098","1615098","1615098"
"3242816","1615168","1615168","1615168"
"3242979","1615249","1615249","1615249"
"3244090","1615802","1615802","1615802"
"3244491","1616002","1616002","1616002"
"3244892","1616202","1616202","1616202"
"3245119","1616315","1616315","1616315"
"3245288","1616399","1616399","1616399"
"3245487","1616498","1616498","1616498"
"3246024","1616765","1616765","1616765"
"3246714","1617108","1617108","1617108"
"3247060","1617280","1617280","1617280"
"3247161","1617330","1617330","1617330"
"3247562","1617530","1617530","1617530"
"3247741","1617619","1617619","1617619"
"3248426","1617960","1617960","1617960"
"3248734","1618113","1618113","1618113"
"3249346","1618417","1618417","1618417"
"3249591","1618539","1618539","1618539"
"3249712","1618599","1618599","1618599"
"3250199","1618841","1618841","1618841"
"3250426","1618954","1618954","1618954"
"3250605","1619043","1619043","1619043"
"3250772","1619126","1619126","1619126"
"3250945","1619212","1619212","1619212"
"3251106","1619292","1619292","1619292"
"3251279","1619378","1619378","1619378"
"3251565","1619520","1619520","1619520"
"3251849","1619661","1619661","1619661"
"3252044","1619758","1619758","1619758"
"3252636","1620052","1620052","1620052"
"3252743","1620105","1620105","1620105"
"3252864","1620165","1620165","1620165"
"3253079","1620272","1620272","1620272"
"3253572","1620517","1620517","1620517"
"3253936","1620698","1620698","1620698"
"3254069","1620764","1620764","1620764"
"3254300","1620879","1620879","1620879"
"3254477","1620967","1620967","1620967"
"3254622","1621039","1621039","1621039"
"3255023","1621239","1621239","1621239"
"3255156","1621305","1621305","1621305"
"3255549","1621501","1621501","1621501"
"3255750","1621601","1621601","1621601"
"3256198","1621824","1621824","1621824"
"3256447","1621948","1621948","1621948"
"3256968","1622207","1622207","1622207"
"3257557","1622500","1622500","1622500"
"3257806","1622624","1622624","1622624"
"3258207","1622824","1622824","1622824"
"3258368","1622904","1622904","1622904"
"3258769","1623104","1623104","1623104"
"3258904","1623171","1623171","1623171"
"3259023","1623230","1623230","1623230"
"3259278","1623357","1623357","1623357"
"3259409","1623422","1623422","1623422"
"3259626","1623530","1623530","1623530"
"3260027","1623730","1623730","1623730"
"3260140","1623786","1623786","1623786"
"3260243","1623837","1623837","1623837"
"3260366","1623898","1623898","1623898"
"3260616","1624022","1624022","1624022"
"3260793","1624110","1624110","1624110"
"3261153","1624289","1624289","1624289"
"3261675","1624549","1624549","1624549"
"3261884","1624653","1624653","1624653"
"3262087","1624754","1624754","1624754"
"3262234","1624827","1624827","1624827"
"3263024","1625220","1625220","1625220"
"3263279","1625347","1625347","1625347"
"3263434","1625424","1625424","1625424"
"3263601","1625507","1625507","1625507"
"3264485","1625947","1625947","1625947"
"3264843","1626125","1626125","1626125"
"3265573","1626489","1626489","1626489"
"3265688","1626546","1626546","1626546"
"3265819","1626611","1626611","1626611"
"3266012","1626707","1626707","1626707"
"3266413","1626907","1626907","1626907"
"3266600","1627000","1627000","1627000"
"3266869","1627134","1627134","1627134"
"3267270","1627334","1627334","1627334"
"3267511","1627454","1627454","1627454"
"3267618","1627507","1627507","1627507"
"3267932","1627663","1627663","1627663"
"3268178","1627785","1627785","1627785"
"3268579","1627985","1627985","1627985"
"3268980","1628185","1628185","1628185"
"3269187","1628288","1628288","1628288"
"3269466","1628427","1628427","1628427"
"3269814","1628600","1628600","1628600"
"3270201","1628793","1628793","1628793"
"3270414","1628899","1628899","1628899"
"3270567","1628975","1628975","1628975"
"3271289","1629334","1629334","1629334"
"3271528","1629453","1629453","1629453"
"3271669","1629523","1629523","1629523"
"3271800","1629588","1629588","1629588"
"3272191","1629782","1629782","1629782"
"3273210","1630289","1630289","1630289"
"3273586","1630476","1630476","1630476"
"3274217","1630790","1630790","1630790"
"3274618","1630990","1630990","1630990"
"3274797","1631079","1631079","1631079"
"3275198","1631279","1631279","1631279"
"3275291","1631325","1631325","1631325"
"3275607","1631482","1631482","1631482"
"3275740","1631548","1631548","1631548"
"3276062","1631708","1631708","1631708"
"3276163","1631758","1631758","1631758"
"3276375","1631863","1631863","1631863"
"3276486","1631918","1631918","1631918"
"3277032","1632190","1632190","1632190"
"3277149","1632248","1632248","1632248"
"3277550","1632448","1632448","1632448"
"3277811","1632578","1632578","1632578"
"3278113","1632728","1632728","1632728"
"3278412","1632877","1632877","1632877"
"3278569","1632955","1632955","1632955"
"3278758","1633049","1633049","1633049"
"3279366","1633352","1633352","1633352"
"3279543","1633440","1633440","1633440"
"3279642","1633489","1633489","1633489"
"3279789","1633562","1633562","1633562"
"3279938","1633636","1633636","1633636"
"3280339","1633836","1633836","1633836"
"3280488","1633910","1633910","1633910"
"3281200","1634264","1634264","1634264"
"3281297","1634312","1634312","1634312"
"3281436","1634381","1634381","1634381"
"3281541","1634433","1634433","1634433"
"3281930","1634626","1634626","1634626"
"3282071","1634696","1634696","1634696"
"3282242","1634781","1634781","1634781"
"3282369","1634844","1634844","1634844"
"3282704","1635011","1635011","1635011"
"3282833","1635075","1635075","1635075"
"3282958","1635137","1635137","1635137"
"3283279","1635297","1635297","1635297"
"3283680","1635497","1635497","1635497"
"3283801","1635557","1635557","1635557"
"3283934","1635623","1635623","1635623"
"3284324","1635817","1635817","1635817"
"3284612","1635960","1635960","1635960"
"3285013","1636160","1636160","1636160"
"3285507","1636405","1636405","1636405"
"3286967","1637132","1637132","1637132"
"3287227","1637261","1637261","1637261"
"3287342","1637318","1637318","1637318"
"3287743","1637518","1637518","1637518"
"3288041","1637666","1637666","1637666"
"3288311","1637800","1637800","1637800"
"3289078","1638182","1638182","1638182"
"3289422","1638353","1638353","1638353"
"3289517","1638400","1638400","1638400"
"3289656","1638469","1638469","1638469"
"3290118","1638699","1638699","1638699"
"3290351","1638815","1638815","1638815"
"3290458","1638868","1638868","1638868"
"3291186","1639231","1639231","1639231"
"3291287","1639281","1639281","1639281"
"3291416","1639345","1639345","1639345"
"3291521","1639397","1639397","1639397"
"3292380","1639825","1639825","1639825"
"3292941","1640104","1640104","1640104"
"3293211","1640238","1640238","1640238"
"3293372","1640318","1640318","1640318"
"3293539","1640401","1640401","1640401"
"3293854","1640558","1640558","1640558"
"3294605","1640932","1640932","1640932"
"3294845","1641051","1641051","1641051"
"3295056","1641156","1641156","1641156"
"3295163","1641209","1641209","1641209"
"3295453","1641353","1641353","1641353"
"3295700","1641476","1641476","1641476"
"3295813","1641532","1641532","1641532"
"3296022","1641636","1641636","1641636"
"3296191","1641720","1641720","1641720"
"3296298","1641773","1641773","1641773"
"3296415","1641831","1641831","1641831"
"3296534","1641890","1641890","1641890"
"3296810","1642027","1642027","1642027"
"3297144","1642193","1642193","1642193"
"3297548","1642394","1642394","1642394"
"3297915","1642576","1642576","1642576"
"3298022","1642629","1642629","1642629"
"3298423","1642829","1642829","1642829"
"3298526","1642880","1642880","1642880"
"3298729","1642981","1642981","1642981"
"3298842","1643037","1643037","1643037"
"3298955","1643093","1643093","1643093"
"3299070","1643150","1643150","1643150"
"3300432","1643828","1643828","1643828"
"3300577","1643900","1643900","1643900"
"3301379","1644300","1644300","1644300"
"3301512","1644366","1644366","1644366"
"3301751","1644485","1644485","1644485"
"3302072","1644645","1644645","1644645"
"3302299","1644758","1644758","1644758"
"3302593","1644904","1644904","1644904"
"3302720","1644967","1644967","1644967"
"3303258","1645235","1645235","1645235"
"3303544","1645377","1645377","1645377"
"3303801","1645505","1645505","1645505"
"3303956","1645582","1645582","1645582"
"3304241","1645724","1645724","1645724"
"3304523","1645864","1645864","1645864"
"3304871","1646037","1646037","1646037"
"3305485","1646342","1646342","1646342"
"3306160","1646678","1646678","1646678"
"3306472","1646833","1646833","1646833"
"3306631","1646912","1646912","1646912"
"3306853","1647022","1647022","1647022"
"3307085","1647137","1647137","1647137"
"3307782","1647483","1647483","1647483"
"3307921","1647552","1647552","1647552"
"3308194","1647688","1647688","1647688"
"3308361","1647771","1647771","1647771"
"3308627","1647903","1647903","1647903"
"3308738","1647958","1647958","1647958"
"3308907","1648042","1648042","1648042"
"3309241","1648208","1648208","1648208"
"3309416","1648295","1648295","1648295"
"3309531","1648352","1648352","1648352"
"3309660","1648416","1648416","1648416"
"3310015","1648593","1648593","1648593"
"3310212","1648691","1648691","1648691"
"3310666","1648917","1648917","1648917"
"3310876","1649021","1649021","1649021"
"3311128","1649146","1649146","1649146"
"3311305","1649234","1649234","1649234"
"3311452","1649307","1649307","1649307"
"3311649","1649405","1649405","1649405"
"3311822","1649491","1649491","1649491"
"3312087","1649623","1649623","1649623"
"3312450","1649803","1649803","1649803"
"3312641","1649898","1649898","1649898"
"3312782","1649968","1649968","1649968"
"3313140","1650146","1650146","1650146"
"3313247","1650199","1650199","1650199"
"3313436","1650293","1650293","1650293"
"3313637","1650393","1650393","1650393"
"3313802","1650475","1650475","1650475"
"3313981","1650564","1650564","1650564"
"3314382","1650764","1650764","1650764"
"3314783","1650964","1650964","1650964"
"3315185","1651164","1651164","1651164"
"3315436","1651289","1651289","1651289"
"3315825","1651482","1651482","1651482"
"3315928","1651533","1651533","1651533"
"3316329","1651733","1651733","1651733"
"3316458","1651797","1651797","1651797"
"3316639","1651887","1651887","1651887"
"3316913","1652023","1652023","1652023"
"3317956","1652542","1652542","1652542"
"3318262","1652694","1652694","1652694"
"3318397","1652761","1652761","1652761"
"3318540","1652832","1652832","1652832"
"3318647","1652885","1652885","1652885"
"3318788","1652955","1652955","1652955"
"3319324","1653222","1653222","1653222"
"3319463","1653291","1653291","1653291"
"3319642","1653380","1653380","1653380"
"3320093","1653604","1653604","1653604"
"3320236","1653675","1653675","1653675"
"3320329","1653721","1653721","1653721"
"3320508","1653810","1653810","1653810"
"3320649","1653880","1653880","1653880"
"3320778","1653944","1653944","1653944"
"3320885","1653997","1653997","1653997"
"3320994","1654051","1654051","1654051"
"3321208","1654157","1654157","1654157"
"3321329","1654217","1654217","1654217"
"3321446","1654275","1654275","1654275"
"3321766","1654434","1654434","1654434"
"3322035","1654568","1654568","1654568"
"3322208","1654654","1654654","1654654"
"3322313","1654706","1654706","1654706"
"3322559","1654828","1654828","1654828"
"3322670","1654883","1654883","1654883"
"3322837","1654966","1654966","1654966"
"3322962","1655028","1655028","1655028"
"3323379","1655235","1655235","1655235"
"3323794","1655441","1655441","1655441"
"3324515","1655799","1655799","1655799"
"3324753","1655917","1655917","1655917"
"3324894","1655987","1655987","1655987"
"3325067","1656073","1656073","1656073"
"3325184","1656131","1656131","1656131"
"3325333","1656205","1656205","1656205"
"3325585","1656330","1656330","1656330"
"3325686","1656380","1656380","1656380"
"3326681","1656875","1656875","1656875"
"3326790","1656929","1656929","1656929"
"3326905","1656986","1656986","1656986"
"3327036","1657051","1657051","1657051"
"3327340","1657202","1657202","1657202"
"3327475","1657269","1657269","1657269"
"3327582","1657322","1657322","1657322"
"3327777","1657419","1657419","1657419"
"3328037","1657548","1657548","1657548"
"3328469","1657763","1657763","1657763"
"3329037","1658046","1658046","1658046"
"3329345","1658199","1658199","1658199"
"3329633","1658342","1658342","1658342"
"3329756","1658403","1658403","1658403"
"3330559","1658803","1658803","1658803"
"3331036","1659040","1659040","1659040"
"3331153","1659098","1659098","1659098"
"3331264","1659153","1659153","1659153"
"3331654","1659347","1659347","1659347"
"3331797","1659418","1659418","1659418"
"3332153","1659595","1659595","1659595"
"3332302","1659669","1659669","1659669"
"3332423","1659729","1659729","1659729"
"3333103","1660067","1660067","1660067"
"3333274","1660152","1660152","1660152"
"3333558","1660293","1660293","1660293"
"3333663","1660345","1660345","1660345"
"3333770","1660398","1660398","1660398"
"3334140","1660582","1660582","1660582"
"3334464","1660743","1660743","1660743"
"3334889","1660954","1660954","1660954"
"3335022","1661020","1661020","1661020"
"3335143","1661080","1661080","1661080"
"3335280","1661148","1661148","1661148"
"3335536","1661275","1661275","1661275"
"3335870","1661441","1661441","1661441"
"3336011","1661511","1661511","1661511"
"3336304","1661657","1661657","1661657"
"3336671","1661840","1661840","1661840"
"3337022","1662014","1662014","1662014"
"3337143","1662074","1662074","1662074"
"3337258","1662131","1662131","1662131"
"3337423","1662213","1662213","1662213"
"3337514","1662258","1662258","1662258"
"3337653","1662327","1662327","1662327"
"3337762","1662381","1662381","1662381"
"3337941","1662470","1662470","1662470"
"3338256","1662627","1662627","1662627"
"3338524","1662760","1662760","1662760"
"3338641","1662818","1662818","1662818"
"3338740","1662867","1662867","1662867"
"3338885","1662939","1662939","1662939"
"3339280","1663135","1663135","1663135"
"3339427","1663208","1663208","1663208"
"3339526","1663257","1663257","1663257"
"3339633","1663310","1663310","1663310"
"3339816","1663401","1663401","1663401"
"3340109","1663547","1663547","1663547"
"3340246","1663615","1663615","1663615"
"3340351","1663667","1663667","1663667"
"3340571","1663776","1663776","1663776"
"3340831","1663905","1663905","1663905"
"3341139","1664058","1664058","1664058"
"3341272","1664124","1664124","1664124"
"3341739","1664356","1664356","1664356"
"3341836","1664404","1664404","1664404"
"3342094","1664532","1664532","1664532"
"3342317","1664643","1664643","1664643"
"3342488","1664728","1664728","1664728"
"3342591","1664779","1664779","1664779"
"3342909","1664937","1664937","1664937"
"3343157","1665060","1665060","1665060"
"3343356","1665159","1665159","1665159"
"3343650","1665305","1665305","1665305"
"3343787","1665373","1665373","1665373"
"3343914","1665436","1665436","1665436"
"3344180","1665568","1665568","1665568"
"3344331","1665643","1665643","1665643"
"3344512","1665733","1665733","1665733"
"3344643","1665798","1665798","1665798"
"3344862","1665907","1665907","1665907"
"3345039","1665995","1665995","1665995"
"3345172","1666061","1666061","1666061"
"3345882","1666414","1666414","1666414"
"3346405","1666674","1666674","1666674"
"3346536","1666739","1666739","1666739"
"3346679","1666810","1666810","1666810"
"3347026","1666983","1666983","1666983"
"3347161","1667050","1667050","1667050"
"3347338","1667138","1667138","1667138"
"3347493","1667215","1667215","1667215"
"3347646","1667291","1667291","1667291"
"3347757","1667346","1667346","1667346"
"3348021","1667477","1667477","1667477"
"3348164","1667548","1667548","1667548"
"3348582","1667756","1667756","1667756"
"3349296","1668111","1668111","1668111"
"3349447","1668186","1668186","1668186"
"3349668","1668296","1668296","1668296"
"3350527","1668724","1668724","1668724"
"3350694","1668807","1668807","1668807"
"3350887","1668903","1668903","1668903"
"3351288","1669103","1669103","1669103"
"3351689","1669303","1669303","1669303"
"3352263","1669588","1669588","1669588"
"3352450","1669681","1669681","1669681"
"3352730","1669820","1669820","1669820"
"3352990","1669949","1669949","1669949"
"3353212","1670059","1670059","1670059"
"3353369","1670137","1670137","1670137"
"3353476","1670190","1670190","1670190"
"3353619","1670261","1670261","1670261"
"3353780","1670341","1670341","1670341"
"3353933","1670417","1670417","1670417"
"3354040","1670470","1670470","1670470"
"3354308","1670603","1670603","1670603"
"3354567","1670732","1670732","1670732"
"3355055","1670975","1670975","1670975"
"3355170","1671032","1671032","1671032"
"3355473","1671183","1671183","1671183"
"3355682","1671287","1671287","1671287"
"3355821","1671356","1671356","1671356"
"3355998","1671444","1671444","1671444"
"3356346","1671617","1671617","1671617"
"3356747","1671817","1671817","1671817"
"3356999","1671942","1671942","1671942"
"3357168","1672026","1672026","1672026"
"3357569","1672226","1672226","1672226"
"3357796","1672339","1672339","1672339"
"3357947","1672414","1672414","1672414"
"3358186","1672533","1672533","1672533"
"3358945","1672911","1672911","1672911"
"3359499","1673187","1673187","1673187"
"3359630","1673252","1673252","1673252"
"3360458","1673664","1673664","1673664"
"3360581","1673725","1673725","1673725"
"3361033","1673950","1673950","1673950"
"3361243","1674054","1674054","1674054"
"3361412","1674138","1674138","1674138"
"3361587","1674225","1674225","1674225"
"3361988","1674425","1674425","1674425"
"3362251","1674556","1674556","1674556"
"3362394","1674627","1674627","1674627"
"3362541","1674700","1674700","1674700"
"3362779","1674818","1674818","1674818"
"3362978","1674917","1674917","1674917"
"3363159","1675007","1675007","1675007"
"3363294","1675074","1675074","1675074"
"3363576","1675214","1675214","1675214"
"3363733","1675292","1675292","1675292"
"3363844","1675347","1675347","1675347"
"3364066","1675457","1675457","1675457"
"3364251","1675549","1675549","1675549"
"3364388","1675617","1675617","1675617"
"3364497","1675671","1675671","1675671"
"3365867","1676352","1676352","1676352"
"3366419","1676627","1676627","1676627"
"3366582","1676708","1676708","1676708"
"3366892","1676862","1676862","1676862"
"3367079","1676955","1676955","1676955"
"3367377","1677103","1677103","1677103"
"3367762","1677294","1677294","1677294"
"3367945","1677385","1677385","1677385"
"3368158","1677491","1677491","1677491"
"3368311","1677567","1677567","1677567"
"3368692","1677757","1677757","1677757"
"3369103","1677961","1677961","1677961"
"3369400","1678109","1678109","1678109"
"3369521","1678169","1678169","1678169"
"3369644","1678230","1678230","1678230"
"3371083","1678947","1678947","1678947"
"3371379","1679094","1679094","1679094"
"3371780","1679294","1679294","1679294"
"3371939","1679373","1679373","1679373"
"3372213","1679509","1679509","1679509"
"3372419","1679611","1679611","1679611"
"3372679","1679740","1679740","1679740"
"3373080","1679940","1679940","1679940"
"3373472","1680135","1680135","1680135"
"3373629","1680213","1680213","1680213"
"3373920","1680358","1680358","1680358"
"3374321","1680558","1680558","1680558"
"3374931","1680862","1680862","1680862"
"3375332","1681062","1681062","1681062"
"3375733","1681262","1681262","1681262"
"3376500","1681644","1681644","1681644"
"3376735","1681761","1681761","1681761"
"3377359","1682072","1682072","1682072"
"3377484","1682134","1682134","1682134"
"3377667","1682225","1682225","1682225"
"3377959","1682370","1682370","1682370"
"3378102","1682441","1682441","1682441"
"3378444","1682611","1682611","1682611"
"3378611","1682694","1682694","1682694"
"3378895","1682835","1682835","1682835"
"3379157","1682965","1682965","1682965"
"3379489","1683130","1683130","1683130"
"3379890","1683330","1683330","1683330"
"3379997","1683383","1683383","1683383"
"3380106","1683437","1683437","1683437"
"3380215","1683491","1683491","1683491"
"3381086","1683924","1683924","1683924"
"3381678","1684219","1684219","1684219"
"3381789","1684274","1684274","1684274"
"3381976","1684367","1684367","1684367"
"3382377","1684567","1684567","1684567"
"3382532","1684644","1684644","1684644"
"3382789","1684772","1684772","1684772"
"3382886","1684820","1684820","1684820"
"3383287","1685020","1685020","1685020"
"3383506","1685129","1685129","1685129"
"3383857","1685304","1685304","1685304"
"3384020","1685385","1685385","1685385"
"3384199","1685474","1685474","1685474"
"3384318","1685533","1685533","1685533"
"3384604","1685675","1685675","1685675"
"3384982","1685863","1685863","1685863"
"3385485","1686113","1686113","1686113"
"3385640","1686190","1686190","1686190"
"3386041","1686390","1686390","1686390"
"3386312","1686525","1686525","1686525"
"3386425","1686581","1686581","1686581"
"3386542","1686639","1686639","1686639"
"3386689","1686712","1686712","1686712"
"3387154","1686943","1686943","1686943"
"3387273","1687002","1687002","1687002"
"3387462","1687096","1687096","1687096"
"3387802","1687265","1687265","1687265"
"3388684","1687704","1687704","1687704"
"3389357","1688039","1688039","1688039"
"3389758","1688239","1688239","1688239"
"3390044","1688381","1688381","1688381"
"3390173","1688445","1688445","1688445"
"3390294","1688505","1688505","1688505"
"3391102","1688907","1688907","1688907"
"3391440","1689075","1689075","1689075"
"3391565","1689137","1689137","1689137"
"3391706","1689207","1689207","1689207"
"3391915","1689311","1689311","1689311"
"3392183","1689444","1689444","1689444"
"3392308","1689506","1689506","1689506"
"3393014","1689857","1689857","1689857"
"3393476","1690087","1690087","1690087"
"3393724","1690210","1690210","1690210"
"3393831","1690263","1690263","1690263"
"3394232","1690463","1690463","1690463"
"3394724","1690708","1690708","1690708"
"3395125","1690908","1690908","1690908"
"3395262","1690976","1690976","1690976"
"3395503","1691096","1691096","1691096"
"3395636","1691162","1691162","1691162"
"3395775","1691231","1691231","1691231"
"3395924","1691305","1691305","1691305"
"3396146","1691415","1691415","1691415"
"3396263","1691473","1691473","1691473"
"3396374","1691528","1691528","1691528"
"3396599","1691640","1691640","1691640"
"3396748","1691714","1691714","1691714"
"3396973","1691826","1691826","1691826"
"3397374","1692026","1692026","1692026"
"3397775","1692226","1692226","1692226"
