"Step","AnymalC-Reach-v1_seed0_hidden_size256_lr1_gamma0.99_lamda0.8_entropy0.01 - timestep","AnymalC-Reach-v1_seed0_hidden_size256_lr1_gamma0.99_lamda0.8_entropy0.01 - timestep__MIN","AnymalC-Reach-v1_seed0_hidden_size256_lr1_gamma0.99_lamda0.8_entropy0.01 - timestep__MAX"
"347947","172706","172706","172706"
"348088","172776","172776","172776"
"348225","172844","172844","172844"
"348342","172902","172902","172902"
"348479","172970","172970","172970"
"348618","173039","173039","173039"
"348749","173104","173104","173104"
"348900","173179","173179","173179"
"349456","173456","173456","173456"
"349593","173524","173524","173524"
"349994","173724","173724","173724"
"350127","173790","173790","173790"
"350260","173856","173856","173856"
"350381","173916","173916","173916"
"350522","173986","173986","173986"
"350969","174208","174208","174208"
"351110","174278","174278","174278"
"351281","174363","174363","174363"
"351394","174419","174419","174419"
"351509","174476","174476","174476"
"351648","174545","174545","174545"
"351787","174614","174614","174614"
"352055","174747","174747","174747"
"352456","174947","174947","174947"
"352573","175005","175005","175005"
"352851","175143","175143","175143"
"353018","175226","175226","175226"
"353137","175285","175285","175285"
"353389","175410","175410","175410"
"353665","175547","175547","175547"
"353951","175689","175689","175689"
"354352","175889","175889","175889"
"354503","175964","175964","175964"
"354614","176019","176019","176019"
"354759","176091","176091","176091"
"355120","176271","176271","176271"
"355634","176527","176527","176527"
"356035","176727","176727","176727"
"356150","176784","176784","176784"
"356263","176840","176840","176840"
"356551","176983","176983","176983"
"356825","177119","177119","177119"
"356948","177180","177180","177180"
"357111","177261","177261","177261"
"357393","177401","177401","177401"
"357782","177595","177595","177595"
"358183","177795","177795","177795"
"358330","177868","177868","177868"
"358481","177943","177943","177943"
"358602","178003","178003","178003"
"358870","178136","178136","178136"
"359051","178226","178226","178226"
"359186","178293","178293","178293"
"359343","178371","178371","178371"
"360048","178721","178721","178721"
"360183","178788","178788","178788"
"360924","179156","179156","179156"
"361103","179245","179245","179245"
"361240","179313","179313","179313"
"361369","179377","179377","179377"
"361498","179441","179441","179441"
"361621","179502","179502","179502"
"361955","179668","179668","179668"
"362356","179868","179868","179868"
"362495","179937","179937","179937"
"362902","180139","180139","180139"
"363692","180533","180533","180533"
"363843","180608","180608","180608"
"364277","180824","180824","180824"
"364416","180893","180893","180893"
"364817","181093","181093","181093"
"365351","181359","181359","181359"
"365889","181627","181627","181627"
"366044","181704","181704","181704"
"366187","181775","181775","181775"
"366320","181841","181841","181841"
"366705","182033","182033","182033"
"367347","182353","182353","182353"
"367748","182553","182553","182553"
"368057","182707","182707","182707"
"368204","182780","182780","182780"
"368345","182850","182850","182850"
"369185","183268","183268","183268"
"369324","183337","183337","183337"
"369437","183393","183393","183393"
"369993","183670","183670","183670"
"370138","183742","183742","183742"
"370680","184012","184012","184012"
"370839","184091","184091","184091"
"371117","184229","184229","184229"
"371234","184287","184287","184287"
"371381","184360","184360","184360"
"371714","184526","184526","184526"
"372242","184789","184789","184789"
"372371","184853","184853","184853"
"373641","185485","185485","185485"
"373770","185549","185549","185549"
"373961","185644","185644","185644"
"374350","185838","185838","185838"
"374634","185979","185979","185979"
"375072","186197","186197","186197"
"375225","186273","186273","186273"
"375370","186345","186345","186345"
"375725","186522","186522","186522"
"375896","186607","186607","186607"
"376297","186807","186807","186807"
"376420","186868","186868","186868"
"376821","187068","187068","187068"
"376996","187155","187155","187155"
"377211","187262","187262","187262"
"377461","187386","187386","187386"
"377592","187451","187451","187451"
"377745","187527","187527","187527"
"377878","187593","187593","187593"
"378279","187793","187793","187793"
"378406","187856","187856","187856"
"378527","187916","187916","187916"
"378644","187974","187974","187974"
"378795","188049","188049","188049"
"379385","188343","188343","188343"
"379786","188543","188543","188543"
"379931","188615","188615","188615"
"380331","188814","188814","188814"
"380488","188892","188892","188892"
"380617","188956","188956","188956"
"380750","189022","189022","189022"
"380877","189085","189085","189085"
"381022","189157","189157","189157"
"381423","189357","189357","189357"
"381864","189576","189576","189576"
"381991","189639","189639","189639"
"382130","189708","189708","189708"
"382610","189947","189947","189947"
"382910","190096","190096","190096"
"383037","190159","190159","190159"
"383148","190214","190214","190214"
"383311","190295","190295","190295"
"383426","190352","190352","190352"
"383730","190503","190503","190503"
"384147","190710","190710","190710"
"384548","190910","190910","190910"
"384805","191038","191038","191038"
"385240","191254","191254","191254"
"385530","191398","191398","191398"
"386066","191664","191664","191664"
"386472","191866","191866","191866"
"386641","191950","191950","191950"
"386975","192116","192116","192116"
"387096","192176","192176","192176"
"387235","192245","192245","192245"
"387519","192386","192386","192386"
"387656","192454","192454","192454"
"387785","192518","192518","192518"
"387956","192603","192603","192603"
"388448","192848","192848","192848"
"388581","192914","192914","192914"
"388986","193115","193115","193115"
"389125","193184","193184","193184"
"389429","193335","193335","193335"
"389765","193502","193502","193502"
"390086","193662","193662","193662"
"390229","193733","193733","193733"
"390374","193805","193805","193805"
"390731","193983","193983","193983"
"390908","194071","194071","194071"
"391083","194158","194158","194158"
"391228","194230","194230","194230"
"391375","194303","194303","194303"
"391492","194361","194361","194361"
"391619","194424","194424","194424"
"392012","194619","194619","194619"
"392179","194702","194702","194702"
"392304","194764","194764","194764"
"392425","194824","194824","194824"
"392887","195054","195054","195054"
"393000","195110","195110","195110"
"393143","195181","195181","195181"
"393649","195432","195432","195432"
"394169","195691","195691","195691"
"394302","195757","195757","195757"
"394554","195882","195882","195882"
"394955","196082","196082","196082"
"395078","196143","196143","196143"
"395209","196208","196208","196208"
"395370","196288","196288","196288"
"395525","196365","196365","196365"
"395664","196434","196434","196434"
"396042","196622","196622","196622"
"396477","196838","196838","196838"
"396594","196896","196896","196896"
"396731","196964","196964","196964"
"397285","197239","197239","197239"
"397655","197423","197423","197423"
"397949","197569","197569","197569"
"398092","197640","197640","197640"
"398485","197835","197835","197835"
"398624","197904","197904","197904"
"398859","198021","198021","198021"
"398992","198087","198087","198087"
"399121","198151","198151","198151"
"399292","198236","198236","198236"
"399421","198300","198300","198300"
"400084","198630","198630","198630"
"400203","198689","198689","198689"
"400502","198838","198838","198838"
"400663","198918","198918","198918"
"400814","198993","198993","198993"
"401094","199132","199132","199132"
"401229","199199","199199","199199"
"401364","199266","199266","199266"
"401690","199428","199428","199428"
"401831","199498","199498","199498"
"401996","199580","199580","199580"
"402139","199651","199651","199651"
"402547","199854","199854","199854"
"403261","200208","200208","200208"
"403420","200287","200287","200287"
"403839","200495","200495","200495"
"404240","200695","200695","200695"
"404361","200755","200755","200755"
"404646","200897","200897","200897"
"405448","201295","201295","201295"
"405575","201358","201358","201358"
"406059","201599","201599","201599"
"406339","201738","201738","201738"
"406914","202024","202024","202024"
"407045","202089","202089","202089"
"407198","202165","202165","202165"
"407373","202252","202252","202252"
"407532","202331","202331","202331"
"407822","202475","202475","202475"
"407963","202545","202545","202545"
"408104","202615","202615","202615"
"408251","202688","202688","202688"
"408368","202746","202746","202746"
"408523","202823","202823","202823"
"408924","203023","203023","203023"
"409186","203153","203153","203153"
"409369","203244","203244","203244"
"409568","203343","203343","203343"
"409741","203429","203429","203429"
"410539","203826","203826","203826"
"410666","203889","203889","203889"
"411206","204158","204158","204158"
"411321","204215","204215","204215"
"411558","204333","204333","204333"
"411689","204398","204398","204398"
"412087","204596","204596","204596"
"412234","204669","204669","204669"
"412488","204795","204795","204795"
"412982","205041","205041","205041"
"413181","205140","205140","205140"
"413552","205325","205325","205325"
"413709","205403","205403","205403"
"414120","205607","205607","205607"
"414257","205675","205675","205675"
"414394","205743","205743","205743"
"414567","205829","205829","205829"
"414732","205911","205911","205911"
"414883","205986","205986","205986"
"415022","206055","206055","206055"
"415157","206122","206122","206122"
"415288","206187","206187","206187"
"415437","206261","206261","206261"
"415560","206322","206322","206322"
"415883","206483","206483","206483"
"416108","206595","206595","206595"
"416249","206665","206665","206665"
"416418","206749","206749","206749"
"416539","206809","206809","206809"
"416918","206998","206998","206998"
"417039","207058","207058","207058"
"417200","207138","207138","207138"
"417349","207212","207212","207212"
"418411","207741","207741","207741"
"418705","207887","207887","207887"
"418862","207965","207965","207965"
"418989","208028","208028","208028"
"419128","208097","208097","208097"
"419277","208171","208171","208171"
"419390","208227","208227","208227"
"419557","208310","208310","208310"
"419694","208378","208378","208378"
"419970","208515","208515","208515"
"420119","208589","208589","208589"
"420260","208659","208659","208659"
"420515","208786","208786","208786"
"420913","208984","208984","208984"
"421404","209228","209228","209228"
"421557","209304","209304","209304"
"421716","209383","209383","209383"
"421829","209439","209439","209439"
"421942","209495","209495","209495"
"422063","209555","209555","209555"
"422464","209755","209755","209755"
"422591","209818","209818","209818"
"422718","209881","209881","209881"
"422873","209958","209958","209958"
"423095","210068","210068","210068"
"423224","210132","210132","210132"
"423443","210241","210241","210241"
"423844","210441","210441","210441"
"424130","210583","210583","210583"
"424521","210777","210777","210777"
"424789","210910","210910","210910"
"424932","210981","210981","210981"
"425192","211110","211110","211110"
"425303","211165","211165","211165"
"425464","211245","211245","211245"
"425585","211305","211305","211305"
"425756","211390","211390","211390"
"426028","211525","211525","211525"
"426145","211583","211583","211583"
"426312","211666","211666","211666"
"426548","211783","211783","211783"
"427086","212051","212051","212051"
"427217","212116","212116","212116"
"427400","212207","212207","212207"
"427716","212364","212364","212364"
"428004","212507","212507","212507"
"428248","212628","212628","212628"
"428375","212691","212691","212691"
"428776","212891","212891","212891"
"428925","212965","212965","212965"
"429056","213030","213030","213030"
"429213","213108","213108","213108"
"429326","213164","213164","213164"
"429433","213217","213217","213217"
"429552","213276","213276","213276"
"429685","213342","213342","213342"
"429822","213410","213410","213410"
"430223","213610","213610","213610"
"430350","213673","213673","213673"
"430461","213728","213728","213728"
"430717","213855","213855","213855"
"430975","213983","213983","213983"
"431241","214115","214115","214115"
"431523","214255","214255","214255"
"431672","214329","214329","214329"
"432067","214525","214525","214525"
"432359","214670","214670","214670"
"432518","214749","214749","214749"
"432818","214898","214898","214898"
"432963","214970","214970","214970"
"433082","215029","215029","215029"
"433460","215217","215217","215217"
"433605","215289","215289","215289"
"433994","215482","215482","215482"
"434159","215564","215564","215564"
"434425","215696","215696","215696"
"434546","215756","215756","215756"
"435070","216017","216017","216017"
"435695","216328","216328","216328"
"435945","216452","216452","216452"
"436346","216652","216652","216652"
"436479","216718","216718","216718"
"436618","216787","216787","216787"
"436910","216932","216932","216932"
"437083","217018","217018","217018"
"437428","217190","217190","217190"
"437653","217302","217302","217302"
"438147","217548","217548","217548"
"438304","217626","217626","217626"
"438471","217709","217709","217709"
"438600","217773","217773","217773"
"439124","218034","218034","218034"
"439442","218192","218192","218192"
"439940","218440","218440","218440"
"440069","218504","218504","218504"
"440596","218766","218766","218766"
"441273","219103","219103","219103"
"441674","219303","219303","219303"
"441787","219359","219359","219359"
"441942","219436","219436","219436"
"442073","219501","219501","219501"
"442875","219901","219901","219901"
"443226","220075","220075","220075"
"443415","220169","220169","220169"
"443572","220247","220247","220247"
"443719","220320","220320","220320"
"443994","220457","220457","220457"
"444107","220513","220513","220513"
"444392","220655","220655","220655"
"444549","220733","220733","220733"
"444684","220800","220800","220800"
"444801","220858","220858","220858"
"445129","221021","221021","221021"
"445387","221149","221149","221149"
"445788","221349","221349","221349"
"446050","221479","221479","221479"
"446305","221606","221606","221606"
"446454","221680","221680","221680"
"446773","221839","221839","221839"
"446894","221899","221899","221899"
"447753","222327","222327","222327"
"448154","222527","222527","222527"
"448323","222611","222611","222611"
"448466","222682","222682","222682"
"448867","222882","222882","222882"
"449016","222956","222956","222956"
"449975","223434","223434","223434"
"450104","223498","223498","223498"
"450295","223593","223593","223593"
"451806","224345","224345","224345"
"452133","224508","224508","224508"
"452478","224680","224680","224680"
"452855","224867","224867","224867"
"452994","224936","224936","224936"
"453131","225004","225004","225004"
"453951","225411","225411","225411"
"454170","225520","225520","225520"
"454448","225658","225658","225658"
"454896","225881","225881","225881"
"455284","226074","226074","226074"
"455838","226350","226350","226350"
"456314","226587","226587","226587"
"456453","226656","226656","226656"
"456801","226829","226829","226829"
"456980","226918","226918","226918"
"457143","226999","226999","226999"
"457399","227126","227126","227126"
"457560","227206","227206","227206"
"458096","227473","227473","227473"
"458434","227641","227641","227641"
"458835","227841","227841","227841"
"459475","228160","228160","228160"
"459614","228229","228229","228229"
"459755","228299","228299","228299"
"459992","228417","228417","228417"
"460639","228739","228739","228739"
"460766","228802","228802","228802"
"460921","228879","228879","228879"
"461066","228951","228951","228951"
"461219","229027","229027","229027"
"461530","229182","229182","229182"
"461931","229382","229382","229382"
"462684","229757","229757","229757"
"462837","229833","229833","229833"
"463939","230382","230382","230382"
"464074","230449","230449","230449"
"464205","230514","230514","230514"
"465236","231027","231027","231027"
"465387","231102","231102","231102"
"465945","231379","231379","231379"
"466108","231460","231460","231460"
"466382","231596","231596","231596"
"466545","231677","231677","231677"
"466678","231743","231743","231743"
"467079","231943","231943","231943"
"467321","232063","232063","232063"
"467446","232125","232125","232125"
"467736","232269","232269","232269"
"468546","232672","232672","232672"
"468673","232735","232735","232735"
"468810","232803","232803","232803"
"469164","232979","232979","232979"
"469674","233233","233233","233233"
"469803","233297","233297","233297"
"469922","233356","233356","233356"
"470095","233442","233442","233442"
"470220","233504","233504","233504"
"470486","233636","233636","233636"
"470605","233695","233695","233695"
"470885","233834","233834","233834"
"471046","233914","233914","233914"
"471447","234114","234114","234114"
"471558","234169","234169","234169"
"472062","234420","234420","234420"
"472187","234482","234482","234482"
"472558","234667","234667","234667"
"472737","234756","234756","234756"
"472882","234828","234828","234828"
"473223","234998","234998","234998"
"473350","235061","235061","235061"
"473795","235282","235282","235282"
"474097","235432","235432","235432"
"474238","235502","235502","235502"
"474523","235644","235644","235644"
"474658","235711","235711","235711"
"474779","235771","235771","235771"
"475780","236269","236269","236269"
"475917","236337","236337","236337"
"476483","236619","236619","236619"
"476858","236806","236806","236806"
"477245","236998","236998","236998"
"477380","237065","237065","237065"
"477541","237145","237145","237145"
"477833","237290","237290","237290"
"478256","237500","237500","237500"
"478381","237562","237562","237562"
"478506","237624","237624","237624"
"478880","237810","237810","237810"
"479509","238123","238123","238123"
"479877","238306","238306","238306"
"479998","238366","238366","238366"
"480165","238449","238449","238449"
"480318","238525","238525","238525"
"480467","238599","238599","238599"
"480610","238670","238670","238670"
"481195","238961","238961","238961"
"481453","239089","239089","239089"
"481578","239151","239151","239151"
"481709","239216","239216","239216"
"482431","239576","239576","239576"
"482723","239721","239721","239721"
"482860","239789","239789","239789"
"483530","240122","240122","240122"
"483673","240193","240193","240193"
"483862","240287","240287","240287"
"484263","240487","240487","240487"
"484400","240555","240555","240555"
"484509","240609","240609","240609"
"484640","240674","240674","240674"
"484995","240851","240851","240851"
"485136","240921","240921","240921"
"485269","240987","240987","240987"
"485811","241257","241257","241257"
"486212","241456","241456","241456"
"486565","241632","241632","241632"
"486686","241692","241692","241692"
"487063","241880","241880","241880"
"487474","242084","242084","242084"
"488766","242727","242727","242727"
"488925","242806","242806","242806"
"489080","242883","242883","242883"
"489209","242947","242947","242947"
"489324","243004","243004","243004"
"489489","243086","243086","243086"
"489620","243151","243151","243151"
"489811","243246","243246","243246"
"490212","243446","243446","243446"
"490762","243719","243719","243719"
"490929","243802","243802","243802"
"491060","243867","243867","243867"
"491191","243932","243932","243932"
"491328","244000","244000","244000"
"492281","244474","244474","244474"
"492430","244548","244548","244548"
"492831","244748","244748","244748"
"493117","244890","244890","244890"
"493518","245090","245090","245090"
"493790","245225","245225","245225"
"493909","245284","245284","245284"
"494068","245363","245363","245363"
"494371","245514","245514","245514"
"494498","245577","245577","245577"
"494675","245665","245665","245665"
"495076","245865","245865","245865"
"495193","245923","245923","245923"
"495352","246002","246002","246002"
"495619","246135","246135","246135"
"496020","246335","246335","246335"
"496314","246481","246481","246481"
"496898","246771","246771","246771"
"497053","246848","246848","246848"
"497454","247048","247048","247048"
"498588","247613","247613","247613"
"498846","247741","247741","247741"
"499130","247882","247882","247882"
"499625","248128","248128","248128"
"499752","248191","248191","248191"
"499861","248245","248245","248245"
"500002","248315","248315","248315"
"500264","248445","248445","248445"
"500403","248514","248514","248514"
"500675","248649","248649","248649"
"500824","248723","248723","248723"
"500947","248784","248784","248784"
"501217","248918","248918","248918"
"501527","249072","249072","249072"
"501929","249272","249272","249272"
"502058","249336","249336","249336"
"502459","249536","249536","249536"
"502586","249599","249599","249599"
"502695","249653","249653","249653"
"502838","249724","249724","249724"
"502987","249798","249798","249798"
"503132","249870","249870","249870"
"503257","249932","249932","249932"
"503526","250065","250065","250065"
"503659","250131","250131","250131"
"504060","250331","250331","250331"
"504231","250416","250416","250416"
"504632","250616","250616","250616"
"504781","250690","250690","250690"
"504928","250763","250763","250763"
"505208","250902","250902","250902"
"505369","250982","250982","250982"
"505628","251111","251111","251111"
"505773","251183","251183","251183"
"506174","251383","251383","251383"
"506473","251532","251532","251532"
"506721","251655","251655","251655"
"507172","251879","251879","251879"
"507573","252079","252079","252079"
"507698","252141","252141","252141"
"507883","252233","252233","252233"
"508151","252366","252366","252366"
"508302","252441","252441","252441"
"508703","252641","252641","252641"
"508846","252712","252712","252712"
"509021","252799","252799","252799"
"509154","252865","252865","252865"
"509303","252939","252939","252939"
"509593","253083","253083","253083"
"509994","253283","253283","253283"
"510564","253567","253567","253567"
"510727","253648","253648","253648"
"510864","253716","253716","253716"
"510989","253778","253778","253778"
"511283","253924","253924","253924"
"511400","253982","253982","253982"
"511882","254222","254222","254222"
"512031","254296","254296","254296"
"512184","254372","254372","254372"
"512343","254451","254451","254451"
"512480","254519","254519","254519"
"512625","254591","254591","254591"
"513149","254852","254852","254852"
"513300","254927","254927","254927"
"513431","254992","254992","254992"
"513584","255068","255068","255068"
"513711","255131","255131","255131"
"514068","255309","255309","255309"
"514364","255456","255456","255456"
"514519","255533","255533","255533"
"515051","255798","255798","255798"
"515577","256060","256060","256060"
"515706","256124","256124","256124"
"516234","256387","256387","256387"
"516357","256448","256448","256448"
"516891","256714","256714","256714"
"517040","256788","256788","256788"
"517203","256869","256869","256869"
"518169","257350","257350","257350"
"518570","257550","257550","257550"
"518713","257621","257621","257621"
"518953","257740","257740","257740"
"519354","257940","257940","257940"
"519475","258000","258000","258000"
"520019","258271","258271","258271"
"520696","258608","258608","258608"
"520849","258684","258684","258684"
"521214","258866","258866","258866"
"521321","258919","258919","258919"
"521722","259119","259119","259119"
"521881","259198","259198","259198"
"522034","259274","259274","259274"
"522306","259409","259409","259409"
"522447","259479","259479","259479"
"522711","259610","259610","259610"
"522844","259676","259676","259676"
"523694","260099","260099","260099"
"523857","260180","260180","260180"
"523998","260250","260250","260250"
"524197","260349","260349","260349"
"524501","260500","260500","260500"
"524642","260570","260570","260570"
"524775","260636","260636","260636"
"524918","260707","260707","260707"
"525192","260843","260843","260843"
"525715","261103","261103","261103"
"526237","261363","261363","261363"
"526374","261431","261431","261431"
"527019","261752","261752","261752"
"527821","262152","262152","262152"
"527970","262226","262226","262226"
"528079","262280","262280","262280"
"528480","262480","262480","262480"
"528944","262711","262711","262711"
"529089","262783","262783","262783"
"529598","263036","263036","263036"
"529876","263174","263174","263174"
"530176","263323","263323","263323"
"530577","263523","263523","263523"
"530879","263673","263673","263673"
"531018","263742","263742","263742"
"531391","263927","263927","263927"
"531518","263990","263990","263990"
"531838","264149","264149","264149"
"532100","264279","264279","264279"
"532813","264634","264634","264634"
"533214","264834","264834","264834"
"533698","265075","265075","265075"
"534073","265262","265262","265262"
"534214","265332","265332","265332"
"534512","265480","265480","265480"
"534913","265680","265680","265680"
"535050","265748","265748","265748"
"535959","266201","266201","266201"
"536392","266416","266416","266416"
"536523","266481","266481","266481"
"536642","266540","266540","266540"
"537184","266810","266810","266810"
"537297","266866","266866","266866"
"537464","266949","266949","266949"
"537595","267014","267014","267014"
"537992","267212","267212","267212"
"538117","267274","267274","267274"
"538238","267334","267334","267334"
"538664","267546","267546","267546"
"539065","267746","267746","267746"
"539466","267946","267946","267946"
"539583","268004","268004","268004"
"539984","268204","268204","268204"
"540270","268346","268346","268346"
"540393","268407","268407","268407"
"540699","268559","268559","268559"
"541259","268838","268838","268838"
"541396","268906","268906","268906"
"541866","269140","269140","269140"
"542162","269287","269287","269287"
"542281","269346","269346","269346"
"542456","269433","269433","269433"
"542577","269493","269493","269493"
"542881","269644","269644","269644"
"543046","269726","269726","269726"
"543582","269993","269993","269993"
"543750","270076","270076","270076"
"544054","270227","270227","270227"
"544455","270427","270427","270427"
"544856","270627","270627","270627"
"545112","270754","270754","270754"
"545245","270820","270820","270820"
"545362","270878","270878","270878"
"545537","270965","270965","270965"
"545762","271077","271077","271077"
"546022","271206","271206","271206"
"546423","271406","271406","271406"
"546824","271606","271606","271606"
"546959","271673","271673","271673"
"548156","272269","272269","272269"
"548474","272427","272427","272427"
"548875","272627","272627","272627"
"549405","272891","272891","272891"
"549552","272964","272964","272964"
"550086","273230","273230","273230"
"550227","273300","273300","273300"
"550628","273500","273500","273500"
"550755","273563","273563","273563"
"551100","273735","273735","273735"
"551501","273935","273935","273935"
"551773","274070","274070","274070"
"551916","274141","274141","274141"
"552047","274206","274206","274206"
"552448","274406","274406","274406"
"552589","274476","274476","274476"
"552750","274556","274556","274556"
"552865","274613","274613","274613"
"553266","274813","274813","274813"
"553667","275013","275013","275013"
"553971","275164","275164","275164"
"554410","275382","275382","275382"
"554539","275446","275446","275446"
"554684","275518","275518","275518"
"555085","275718","275718","275718"
"555486","275918","275918","275918"
"555887","276118","276118","276118"
"556136","276242","276242","276242"
"556263","276305","276305","276305"
"556998","276671","276671","276671"
"557814","277077","277077","277077"
"558215","277277","277277","277277"
"558358","277348","277348","277348"
"558491","277414","277414","277414"
"558618","277477","277477","277477"
"559019","277677","277677","277677"
"559170","277752","277752","277752"
"559317","277825","277825","277825"
"559454","277893","277893","277893"
"559702","278016","278016","278016"
"560238","278283","278283","278283"
"560639","278483","278483","278483"
"560768","278547","278547","278547"
"560887","278606","278606","278606"
"560996","278660","278660","278660"
"561649","278985","278985","278985"
"562314","279316","279316","279316"
"562471","279394","279394","279394"
"562640","279478","279478","279478"
"562767","279541","279541","279541"
"562876","279595","279595","279595"
"563277","279795","279795","279795"
"563678","279995","279995","279995"
"563826","280068","280068","280068"
"564227","280268","280268","280268"
"564531","280419","280419","280419"
"564664","280485","280485","280485"
"564779","280542","280542","280542"
"565180","280742","280742","280742"
"565581","280942","280942","280942"
"565950","281126","281126","281126"
"566226","281263","281263","281263"
"566363","281331","281331","281331"
"566512","281405","281405","281405"
"566913","281605","281605","281605"
"567335","281815","281815","281815"
"567819","282056","282056","282056"
"567950","282121","282121","282121"
"568897","282593","282593","282593"
"569423","282855","282855","282855"
"569696","282991","282991","282991"
"570025","283155","283155","283155"
"570140","283212","283212","283212"
"570541","283412","283412","283412"
"570682","283482","283482","283482"
"571238","283759","283759","283759"
"571639","283959","283959","283959"
"572040","284159","284159","284159"
"572233","284255","284255","284255"
"572388","284332","284332","284332"
"572511","284393","284393","284393"
"572658","284466","284466","284466"
"573055","284664","284664","284664"
"573345","284808","284808","284808"
"573615","284942","284942","284942"
"573732","285000","285000","285000"
"573881","285074","285074","285074"
"574153","285209","285209","285209"
"575837","286047","286047","286047"
"576379","286317","286317","286317"
"576496","286375","286375","286375"
"576897","286575","286575","286575"
"577018","286635","286635","286635"
"577820","287035","287035","287035"
"578348","287298","287298","287298"
"578749","287498","287498","287498"
"578946","287596","287596","287596"
"579159","287702","287702","287702"
"579560","287902","287902","287902"
"580763","288502","288502","288502"
"580902","288571","288571","288571"
"581374","288806","288806","288806"
"581640","288938","288938","288938"
"582041","289138","289138","289138"
"582843","289538","289538","289538"
"583238","289734","289734","289734"
"583639","289934","289934","289934"
"584325","290275","290275","290275"
"584835","290528","290528","290528"
"585202","290711","290711","290711"
"585894","291056","291056","291056"
"586328","291272","291272","291272"
"586729","291472","291472","291472"
"586872","291543","291543","291543"
"587005","291609","291609","291609"
"587521","291866","291866","291866"
"587846","292028","292028","292028"
"588021","292115","292115","292115"
"588422","292315","292315","292315"
"588704","292455","292455","292455"
"589238","292721","292721","292721"
"589639","292921","292921","292921"
"589947","293074","293074","293074"
"590168","293184","293184","293184"
"590295","293247","293247","293247"
"590422","293310","293310","293310"
"590561","293379","293379","293379"
"590962","293579","293579","293579"
"591115","293655","293655","293655"
"591407","293800","293800","293800"
"591806","293998","293998","293998"
"591927","294058","294058","294058"
"592447","294317","294317","294317"
"592848","294517","294517","294517"
"593400","294792","294792","294792"
"594699","295439","295439","295439"
"595501","295839","295839","295839"
"596027","296101","296101","296101"
"596428","296301","296301","296301"
"596829","296501","296501","296501"
"596950","296561","296561","296561"
"597091","296631","296631","296631"
"597240","296705","296705","296705"
"597401","296785","296785","296785"
"597520","296844","296844","296844"
"598036","297101","297101","297101"
"598864","297513","297513","297513"
"598995","297578","297578","297578"
"599164","297662","297662","297662"
"599565","297862","297862","297862"
"599706","297932","297932","297932"
"599833","297995","297995","297995"
"600616","298385","298385","298385"
"600815","298484","298484","298484"
"601098","298625","298625","298625"
"601499","298825","298825","298825"
"601927","299038","299038","299038"
"602096","299122","299122","299122"
"602866","299506","299506","299506"
"603603","299873","299873","299873"
"603726","299934","299934","299934"
"604258","300199","300199","300199"
"604419","300279","300279","300279"
"604538","300338","300338","300338"
"604939","300538","300538","300538"
"605340","300738","300738","300738"
"605864","300999","300999","300999"
"605987","301060","301060","301060"
"606132","301132","301132","301132"
"606533","301332","301332","301332"
"606914","301522","301522","301522"
"607041","301585","301585","301585"
"607442","301785","301785","301785"
"607843","301985","301985","301985"
"607964","302045","302045","302045"
"608119","302122","302122","302122"
"608256","302190","302190","302190"
"608389","302256","302256","302256"
"608790","302456","302456","302456"
"609191","302656","302656","302656"
"610114","303116","303116","303116"
"610916","303516","303516","303516"
"611718","303916","303916","303916"
"611831","303972","303972","303972"
"611974","304043","304043","304043"
"612095","304103","304103","304103"
"612200","304155","304155","304155"
"612353","304231","304231","304231"
"612754","304431","304431","304431"
"613278","304692","304692","304692"
"613520","304812","304812","304812"
"613921","305012","305012","305012"
"614479","305290","305290","305290"
"614880","305490","305490","305490"
"615414","305756","305756","305756"
"615815","305956","305956","305956"
"616457","306276","306276","306276"
"616858","306476","306476","306476"
"617259","306676","306676","306676"
"617660","306876","306876","306876"
"618462","307276","307276","307276"
"618863","307476","307476","307476"
"619264","307676","307676","307676"
"619393","307740","307740","307740"
"619794","307940","307940","307940"
"620488","308286","308286","308286"
"620609","308346","308346","308346"
"621010","308546","308546","308546"
"621141","308611","308611","308611"
"621515","308797","308797","308797"
"622718","309397","309397","309397"
"623119","309597","309597","309597"
"623520","309797","309797","309797"
"623921","309997","309997","309997"
"624496","310283","310283","310283"
"625583","310825","310825","310825"
"625855","310960","310960","310960"
"625992","311028","311028","311028"
"626135","311099","311099","311099"
"626262","311162","311162","311162"
"627064","311562","311562","311562"
"627465","311762","311762","311762"
"627866","311962","311962","311962"
"628380","312218","312218","312218"
"628533","312294","312294","312294"
"628934","312494","312494","312494"
"629335","312694","312694","312694"
"629498","312775","312775","312775"
"629619","312835","312835","312835"
"629930","312990","312990","312990"
"630331","313190","313190","313190"
"630732","313390","313390","313390"
"631133","313590","313590","313590"
"631524","313785","313785","313785"
"631925","313985","313985","313985"
"632147","314095","314095","314095"
"632548","314295","314295","314295"
"632949","314495","314495","314495"
"633350","314695","314695","314695"
"634152","315095","315095","315095"
"634474","315255","315255","315255"
"634595","315315","315315","315315"
"634996","315515","315515","315515"
"635712","315872","315872","315872"
"636514","316272","316272","316272"
"636915","316472","316472","316472"
"637078","316553","316553","316553"
"637479","316753","316753","316753"
"638027","317026","317026","317026"
"638428","317226","317226","317226"
"638829","317426","317426","317426"
"639230","317626","317626","317626"
"639631","317826","317826","317826"
"640032","318026","318026","318026"
"640433","318226","318226","318226"
"640834","318426","318426","318426"
